Student_ID,Attendance_Rate,Study_Hours,Previous_Scores,Internet_Access,Result
2704,91.6,0.8,85.1,No,Pass
2705,81.1,5.9,72.4,Yes,Pass
2706,71.4,1.8,78.4,Yes,Pass
2707,85.1,4.1,92.8,No,Pass
2708,100.0,8.6,74.5,Yes,Pass
2709,73.0,2.8,83.5,Yes,Fail
2710,60.4,4.1,70.1,Yes,Pass
2711,91.6,9.5,91.6,Yes,Pass
2712,73.2,3.7,76.7,Yes,Pass
2713,42.4,5.9,55.5,No,Fail
2714,87.7,6.5,72.7,No,Fail
2715,67.0,3.7,80.2,Yes,Pass
2716,73.6,3.8,83.5,Yes,Pass
2717,80.0,4.2,86.6,Yes,Pass
2718,77.9,2.5,83.2,Yes,Fail
2719,85.6,5.7,92.2,Yes,Pass
2720,68.5,2.6,88.3,Yes,Pass
2721,82.7,2.9,62.6,Yes,Fail
2722,71.1,1.9,52.1,Yes,Fail
2723,86.1,10.0,100.0,Yes,Pass
2724,84.2,1.3,68.7,Yes,Fail
2725,61.0,13.7,59.6,Yes,Pass
2726,91.3,3.9,82.8,Yes,Pass
2727,67.0,3.1,57.0,Yes,Pass
2728,87.1,1.9,79.7,Yes,Pass
2729,80.5,2.0,70.8,No,Pass
2730,100.0,2.6,87.7,Yes,Pass
2731,71.6,20.0,78.6,Yes,Pass
2732,69.8,2.5,71.5,Yes,Pass
2733,74.7,6.0,73.4,Yes,Fail
2734,70.5,3.6,77.8,Yes,Fail
2735,87.0,14.4,93.9,Yes,Pass
2736,50.8,5.0,81.4,Yes,Pass
2737,59.2,1.5,67.4,Yes,Fail
2738,59.0,2.9,87.7,Yes,Pass
2739,89.3,18.1,93.4,Yes,Pass
2740,100.0,7.6,77.7,Yes,Pass
2741,73.4,4.1,64.1,Yes,Fail
2742,72.5,2.0,70.5,Yes,Fail
2743,76.1,2.1,92.5,No,Fail
2744,92.4,1.7,81.2,Yes,Pass
2745,61.1,1.0,51.6,Yes,Fail
2746,78.6,7.3,77.0,Yes,Pass
2747,89.6,6.4,65.0,Yes,Fail
2748,,4.7,70.7,Yes,Pass
2749,77.8,10.9,73.0,Yes,Pass
2750,90.0,7.1,86.5,Yes,Pass
2751,34.5,1.2,67.5,Yes,Fail
2752,85.2,4.3,89.5,Yes,Pass
2753,65.2,7.9,60.8,Yes,Fail
2754,47.5,4.3,60.0,Yes,Fail
2755,82.7,4.6,82.1,Yes,Pass
2756,95.6,1.0,85.2,Yes,Pass
2757,72.9,2.6,73.8,No,Fail
2758,89.3,6.1,67.4,Yes,Pass
2759,99.2,3.8,78.1,No,Pass
2760,94.7,1.1,83.3,Yes,Fail
2761,99.6,7.8,58.9,Yes,Pass
2762,86.1,3.7,89.5,Yes,Pass
2763,76.1,4.5,64.3,Yes,Fail
2764,51.0,1.2,72.4,Yes,Fail
2765,71.3,0.8,81.6,Yes,Pass
2766,62.4,4.7,65.8,Yes,Fail
2767,100.0,10.0,100.0,Yes,Pass
2768,72.4,7.6,83.6,Yes,Pass
2769,76.8,6.9,75.3,Yes,Pass
2770,83.3,5.0,77.4,Yes,Pass
2771,75.7,1.4,88.8,Yes,Fail
2772,100.0,0.5,92.3,Yes,Pass
2773,65.7,19.7,83.3,Yes,Pass
2774,77.9,3.6,55.1,No,Pass
2775,63.9,2.7,72.9,No,Pass
2776,55.2,4.5,51.8,No,Fail
2777,65.8,1.9,72.6,Yes,Fail
2778,74.4,2.9,84.3,No,Pass
2779,68.6,13.5,91.7,Yes,Pass
2780,,5.5,62.9,No,Fail
2781,53.9,6.5,61.7,Yes,Fail
2782,73.8,3.9,75.9,Yes,Pass
2783,52.4,9.1,56.5,Yes,Fail
2784,86.4,9.0,93.0,Yes,Pass
2785,76.2,3.6,77.4,Yes,Fail
2786,53.1,4.3,67.8,Yes,Fail
2787,70.4,10.2,81.4,Yes,Pass
2788,63.7,4.5,71.1,Yes,Fail
2789,79.8,3.2,71.7,Yes,Fail
2790,95.1,3.4,86.9,Yes,Pass
2791,46.9,2.9,54.9,No,Fail
2792,76.7,4.4,79.4,Yes,Fail
2793,72.6,3.0,86.3,Yes,Pass
2794,85.1,4.4,70.8,No,Pass
2795,78.2,2.4,63.8,Yes,Fail
2796,63.7,5.6,72.3,Yes,Pass
2797,70.2,6.2,67.4,Yes,Pass
2798,63.1,7.0,71.9,No,Pass
2799,91.1,6.3,88.8,Yes,Pass
2800,75.3,8.7,56.2,Yes,Pass
2801,100.0,4.7,96.9,No,Pass
2802,74.1,4.4,65.4,No,Pass
2803,64.4,2.6,72.0,Yes,Pass
2804,52.3,7.4,59.6,No,Pass
2805,48.0,2.8,58.5,Yes,Fail
2806,51.2,0.8,82.5,Yes,Pass
2807,79.0,2.5,82.7,Yes,Pass
2808,82.6,7.8,90.3,Yes,Pass
2809,51.3,6.8,67.2,Yes,Pass
2810,88.4,5.2,90.4,Yes,Pass
2811,67.8,17.1,78.1,Yes,Pass
2812,77.2,5.6,81.1,Yes,Pass
2813,99.2,2.2,100.0,Yes,Pass
2814,88.5,2.0,85.8,Yes,Fail
2815,71.0,6.3,98.4,Yes,Pass
2816,61.6,11.2,80.4,Yes,Pass
2817,42.7,4.3,50.0,No,Fail
2818,64.2,5.7,70.3,No,Pass
2819,71.8,6.0,79.9,Yes,Fail
2820,60.2,17.6,70.5,No,Pass
2821,73.0,8.3,83.4,Yes,Pass
2822,76.2,9.7,86.1,Yes,Pass
2823,71.6,2.1,62.2,Yes,Pass
2824,65.2,2.8,85.4,No,Pass
2825,77.5,2.6,73.8,Yes,Pass
2826,81.6,3.6,74.8,Yes,Pass
2827,58.6,4.6,63.3,Yes,Fail
2828,96.2,5.4,96.2,Yes,Pass
2829,73.5,4.1,74.1,Yes,Pass
2830,75.3,2.6,71.0,Yes,Pass
2831,85.6,1.8,78.6,Yes,Pass
2832,78.5,5.9,61.3,Yes,Pass
2833,89.3,7.1,76.2,Yes,Pass
2834,79.3,3.8,67.3,No,Fail
2835,,0.9,70.2,No,Fail
2836,80.4,8.3,86.8,Yes,Pass
2837,57.8,3.6,74.4,Yes,Pass
2838,76.6,1.3,90.9,Yes,Pass
2839,74.5,4.3,87.6,Yes,Fail
2840,71.9,8.6,70.7,No,Pass
2841,73.1,3.1,76.7,No,Pass
2842,46.8,0.3,63.1,No,Fail
2843,66.8,3.5,51.9,Yes,Fail
2844,76.4,2.5,66.0,Yes,Pass
2845,77.4,4.9,77.0,Yes,Fail
2846,59.6,4.4,68.1,Yes,Fail
2847,94.0,2.9,92.1,No,Pass
2848,62.0,2.8,75.6,Yes,Pass
2849,89.5,10.4,67.0,Yes,Pass
2850,81.4,6.2,85.9,Yes,Pass
2851,65.3,6.1,74.4,Yes,Fail
2852,100.0,7.9,96.2,Yes,Pass
2853,57.1,3.6,79.2,No,Fail
2854,88.8,12.3,83.0,Yes,Pass
2855,90.0,5.5,97.5,Yes,Pass
2856,64.9,4.7,63.6,Yes,Fail
2857,95.9,5.4,78.5,Yes,Pass
2858,71.2,3.5,79.9,Yes,Pass
2859,79.3,2.5,76.0,Yes,Pass
2860,78.9,9.2,82.1,Yes,Pass
2861,73.0,1.6,96.4,Yes,Fail
2862,87.2,1.7,87.5,No,Fail
2863,86.9,4.0,85.6,Yes,Pass
2864,48.8,2.1,55.7,Yes,Fail
2865,94.6,1.0,70.3,Yes,Fail
2866,50.1,1.7,64.3,Yes,Fail
2867,90.5,2.2,95.9,Yes,Pass
2868,91.9,5.7,82.7,Yes,Pass
2869,58.6,3.8,73.3,Yes,Fail
2870,68.8,8.2,88.7,Yes,Pass
2871,58.4,1.6,83.2,Yes,Fail
2872,71.8,1.9,80.2,Yes,Pass
2873,70.4,5.1,76.9,Yes,Fail
2874,86.7,2.5,68.2,No,Fail
2875,94.7,3.3,81.0,No,Pass
2876,95.9,1.7,85.1,Yes,Pass
2877,66.6,1.6,64.8,No,Fail
2878,71.9,2.4,78.4,Yes,Pass
2879,49.7,8.5,84.0,Yes,Pass
2880,62.9,1.3,86.6,Yes,Fail
2881,89.5,9.2,87.2,Yes,Pass
2882,99.2,8.0,97.4,Yes,Pass
2883,56.5,2.9,61.0,No,Fail
2884,66.1,4.4,87.7,Yes,Pass
2885,74.6,5.4,61.7,Yes,Pass
2886,79.2,6.9,88.7,Yes,Pass
2887,62.9,1.9,76.4,Yes,Pass
2888,81.4,7.4,73.1,Yes,Pass
2889,67.9,4.6,71.9,Yes,Pass
2890,74.8,2.0,66.1,No,Pass
2891,83.2,4.7,70.7,Yes,Pass
2892,75.1,2.0,61.6,No,Pass
2893,68.5,4.3,81.9,Yes,Pass
2894,73.4,3.0,88.8,Yes,Pass
2895,73.7,4.9,55.2,No,Pass
2896,69.4,5.1,93.1,Yes,Pass
2897,,10.0,75.4,Yes,Pass
2898,99.0,6.6,92.4,Yes,Pass
2899,83.4,5.8,67.0,Yes,Pass
2900,70.6,0.9,88.5,Yes,Pass
2901,85.5,8.3,84.8,Yes,Pass
2902,70.0,3.1,86.4,Yes,Pass
2903,92.6,1.7,98.5,No,Pass
2904,80.5,15.4,93.6,No,Pass
2905,73.4,2.5,70.2,Yes,Fail
2906,81.7,10.8,78.8,Yes,Pass
2907,51.4,5.4,59.6,Yes,Fail
2908,58.1,6.3,78.0,Yes,Pass
2909,57.1,4.3,71.9,Yes,Fail
2910,77.1,2.0,89.2,Yes,Fail
2911,,7.1,100.0,Yes,Pass
2912,100.0,5.1,72.7,Yes,Pass
2913,84.6,5.1,95.8,No,Pass
2914,82.5,4.6,90.8,Yes,Pass
2915,48.0,3.5,60.3,Yes,Pass
2916,66.9,7.2,76.9,Yes,Pass
2917,,6.2,70.4,Yes,Fail
2918,65.7,7.7,79.0,Yes,Pass
2919,72.5,3.7,72.5,No,Pass
2920,67.9,3.4,78.7,No,Pass
2921,45.3,2.8,63.3,No,Fail
2922,86.2,4.7,78.8,Yes,Pass
2923,58.9,0.9,71.4,Yes,Pass
2924,78.6,20.0,100.0,Yes,Pass
2925,100.0,2.6,83.1,Yes,Pass
2926,61.2,9.8,68.1,Yes,Pass
2927,37.0,3.1,51.8,Yes,Fail
2928,70.7,6.5,69.7,Yes,Pass
2929,91.5,13.0,93.9,No,Pass
2930,100.0,6.3,97.2,Yes,Pass
2931,56.6,12.5,68.2,Yes,Pass
2932,82.5,9.4,91.5,Yes,Pass
2933,68.0,1.9,81.9,Yes,Fail
2934,73.4,7.2,75.1,Yes,Pass
2935,100.0,5.6,74.7,Yes,Pass
2936,52.5,2.4,74.5,Yes,Fail
2937,78.8,8.9,81.1,Yes,Pass
2938,82.0,1.6,81.2,Yes,Pass
2939,91.3,8.5,81.0,Yes,Pass
2940,76.5,7.3,85.7,Yes,Pass
2941,79.6,4.7,83.3,Yes,Fail
2942,69.1,2.7,72.2,Yes,Fail
2943,79.0,7.1,67.2,Yes,Pass
2944,69.9,0.7,85.6,No,Fail
2945,,2.3,88.2,Yes,Pass
2946,69.5,4.3,77.3,Yes,Pass
2947,80.7,4.7,53.8,Yes,Pass
2948,74.6,2.3,76.9,Yes,Pass
2949,,2.4,83.5,Yes,Pass
2950,74.2,6.4,70.9,Yes,Pass
2951,48.4,2.0,71.7,Yes,Fail
2952,93.9,3.3,94.1,Yes,Pass
2953,61.4,1.5,75.1,Yes,Fail
2954,65.2,4.5,83.0,Yes,Fail
2955,66.1,3.7,62.8,Yes,Fail
2956,95.6,0.6,83.3,Yes,Pass
2957,43.0,1.3,62.2,Yes,Fail
2958,100.0,10.2,83.8,Yes,Pass
2959,90.8,2.5,92.7,Yes,Pass
2960,78.3,5.7,73.9,No,Pass
2961,74.2,1.8,90.1,No,Pass
2962,79.3,11.2,70.3,Yes,Pass
2963,82.8,0.9,100.0,Yes,Pass
2964,84.7,9.5,100.0,No,Pass
2965,83.3,4.7,80.7,Yes,Pass
2966,76.3,7.0,89.6,Yes,Pass
2967,72.0,10.3,72.0,Yes,Pass
2968,72.7,5.3,86.5,No,Fail
2969,72.1,13.2,74.3,Yes,Pass
2970,92.0,10.2,73.1,Yes,Pass
2971,83.9,6.9,46.6,Yes,Pass
2972,30.9,9.1,52.8,Yes,Pass
2973,84.8,4.4,85.2,Yes,Fail
2974,77.9,2.0,92.3,Yes,Pass
2975,74.7,18.4,77.7,Yes,Pass
2976,69.2,4.6,84.6,Yes,Pass
2977,91.9,5.4,81.4,Yes,Pass
2978,89.2,1.3,81.2,Yes,Pass
2979,63.4,10.7,82.2,No,Pass
2980,81.1,5.3,55.9,Yes,Pass
2981,60.4,6.4,70.3,Yes,Pass
2982,54.3,7.0,63.2,Yes,Fail
2983,65.6,2.4,86.4,Yes,Pass
2984,87.9,10.6,78.7,Yes,Pass
2985,89.3,5.8,89.8,Yes,Pass
2986,82.7,0.6,90.6,Yes,Pass
2987,85.9,9.2,68.0,Yes,Pass
2988,82.7,4.1,80.0,Yes,Pass
2989,65.4,2.7,68.4,Yes,Pass
2990,81.5,1.0,90.2,Yes,Pass
2991,87.0,3.3,90.3,Yes,Pass
2992,86.3,3.0,80.8,Yes,Pass
2993,92.8,9.8,75.9,Yes,Pass
2994,85.6,2.8,93.2,Yes,Pass
2995,80.3,1.2,79.5,Yes,Pass
2996,91.1,6.5,69.4,No,Fail
2997,74.6,10.2,62.0,No,Pass
2998,61.8,3.5,75.3,No,Pass
2999,72.6,14.9,63.5,Yes,Pass
3000,63.8,9.1,90.5,Yes,Pass
3001,64.9,10.8,63.1,Yes,Pass
3002,72.8,6.3,76.4,Yes,Fail
3003,63.1,5.8,73.1,Yes,Fail
3004,70.4,2.7,67.9,Yes,Fail
3005,46.6,12.8,40.9,Yes,Pass
3006,78.2,11.4,81.0,No,Pass
3007,75.0,13.0,70.0,Yes,Pass
3008,62.7,4.4,72.5,Yes,Pass
3009,84.9,3.5,81.2,No,Pass
3010,89.1,7.6,87.2,No,Pass
3011,50.9,3.1,81.1,No,Fail
3012,63.6,4.4,66.3,Yes,Fail
3013,63.5,0.7,67.1,Yes,Fail
3014,,5.5,53.8,Yes,Pass
3015,87.4,6.8,81.7,Yes,Pass
3016,72.1,10.9,80.1,No,Pass
3017,71.0,7.8,70.7,No,Fail
3018,44.9,8.8,66.6,Yes,Pass
3019,84.5,14.3,80.5,Yes,Pass
3020,56.4,2.3,55.2,No,Fail
3021,75.9,2.0,81.1,No,Pass
3022,79.2,5.2,77.5,Yes,Pass
3023,95.4,1.8,88.9,Yes,Pass
3024,55.4,5.7,62.0,Yes,Pass
3025,,1.8,48.3,Yes,Fail
3026,77.8,2.2,80.5,Yes,Fail
3027,100.0,1.0,87.7,Yes,Pass
3028,93.6,5.4,100.0,Yes,Pass
3029,78.1,1.4,87.0,Yes,Pass
3030,67.6,6.5,79.3,Yes,Pass
3031,87.1,7.3,81.8,Yes,Pass
3032,60.4,2.5,49.9,Yes,Fail
3033,82.1,8.0,73.0,No,Pass
3034,82.6,7.4,74.8,Yes,Pass
3035,90.9,9.4,82.7,Yes,Pass
3036,100.0,2.4,89.7,Yes,Pass
3037,80.9,2.3,87.0,Yes,Pass
3038,67.4,7.1,76.4,Yes,Pass
3039,74.6,5.1,88.9,Yes,Pass
3040,48.5,5.5,61.1,Yes,Fail
3041,64.6,11.2,74.9,Yes,Pass
3042,68.9,8.4,77.9,No,Pass
3043,67.1,7.4,76.0,Yes,Pass
3044,,6.9,91.5,Yes,Pass
3045,62.7,8.9,79.4,No,Pass
3046,,3.9,72.7,Yes,Pass
3047,75.0,1.7,76.4,Yes,Fail
3048,74.9,2.8,77.3,Yes,Pass
3049,70.1,2.5,96.6,Yes,Pass
3050,77.3,0.2,75.4,Yes,Fail
3051,87.4,6.9,73.9,Yes,Fail
3052,62.0,3.5,75.4,Yes,Pass
3053,65.1,4.0,77.5,No,Pass
3054,70.4,3.0,74.5,Yes,Pass
3055,54.8,4.5,65.2,Yes,Pass
3056,62.7,12.3,80.8,Yes,Pass
3057,67.9,1.0,65.4,Yes,Fail
3058,88.1,13.8,80.6,Yes,Pass
3059,78.9,5.4,74.2,Yes,Fail
3060,77.9,3.1,89.9,Yes,Pass
3061,87.8,3.4,86.8,Yes,Fail
3062,72.9,2.1,65.8,Yes,Fail
3063,80.9,0.7,70.8,Yes,Fail
3064,73.5,1.8,95.5,Yes,Pass
3065,79.0,4.5,90.3,Yes,Pass
3066,66.3,3.7,81.6,Yes,Fail
3067,38.4,6.3,59.3,Yes,Fail
3068,73.0,3.0,91.6,Yes,Pass
3069,96.3,2.7,77.1,Yes,Pass
3070,88.9,16.9,92.0,Yes,Pass
3071,89.5,2.2,80.3,Yes,Fail
3072,93.5,2.3,84.3,Yes,Pass
3073,76.3,8.8,85.4,Yes,Pass
3074,78.0,7.4,77.6,No,Pass
3075,,3.3,68.5,Yes,Pass
3076,70.3,7.8,70.2,Yes,Pass
3077,84.2,4.9,62.2,Yes,Fail
3078,93.1,3.0,94.2,Yes,Pass
3079,72.9,7.1,66.4,Yes,Pass
3080,68.2,4.5,92.7,Yes,Pass
3081,75.0,0.7,74.6,Yes,Fail
3082,84.0,7.1,95.1,No,Pass
3083,53.3,4.1,48.6,Yes,Fail
3084,40.6,11.7,67.6,Yes,Pass
3085,66.7,8.1,83.2,Yes,Pass
3086,56.7,5.2,81.4,Yes,Pass
3087,67.4,3.4,58.4,Yes,Fail
3088,72.8,4.4,69.4,No,Fail
3089,68.2,2.1,79.9,Yes,Pass
3090,96.8,5.2,89.9,Yes,Pass
3091,79.9,12.2,82.9,Yes,Pass
3092,79.5,14.9,76.1,Yes,Pass
3093,84.3,10.0,97.7,Yes,Pass
3094,57.9,5.0,95.0,Yes,Pass
3095,90.6,1.2,86.3,Yes,Pass
3096,73.9,4.2,81.5,Yes,Pass
3097,85.1,8.4,83.1,Yes,Pass
3098,58.9,7.8,82.3,Yes,Fail
3099,51.7,3.9,74.1,No,Pass
3100,87.3,3.7,73.0,No,Pass
3101,80.6,5.9,74.2,Yes,Pass
3102,61.5,4.6,60.7,Yes,Fail
3103,,4.2,97.9,Yes,Fail
3104,91.9,4.1,92.3,Yes,Pass
3105,57.2,10.9,62.6,Yes,Pass
3106,99.6,1.9,83.0,Yes,Pass
3107,61.5,3.5,78.8,Yes,Pass
3108,84.6,3.7,91.3,Yes,Fail
3109,,5.1,83.0,Yes,Pass
3110,,4.5,77.7,No,Pass
3111,66.8,4.3,76.5,Yes,Pass
3112,72.6,2.0,77.4,Yes,Fail
3113,75.6,4.5,68.4,Yes,Pass
3114,60.0,6.9,60.7,Yes,Fail
3115,86.1,5.2,87.2,Yes,Pass
3116,67.3,1.8,75.6,Yes,Pass
3117,71.6,4.8,81.3,Yes,Pass
3118,60.1,4.6,78.0,Yes,Fail
3119,36.6,3.4,73.3,Yes,Fail
3120,72.1,5.2,68.3,Yes,Pass
3121,100.0,2.7,96.3,Yes,Pass
3122,86.8,7.2,90.9,Yes,Pass
3123,74.7,14.3,74.2,No,Pass
3124,71.1,7.6,76.8,Yes,Fail
3125,75.3,2.4,74.8,Yes,Fail
3126,83.2,6.9,100.0,Yes,Pass
3127,57.3,8.1,69.7,Yes,Pass
3128,91.7,5.9,90.4,Yes,Pass
3129,85.7,6.3,80.2,Yes,Pass
3130,85.8,4.2,78.1,Yes,Fail
3131,81.6,1.6,67.8,Yes,Fail
3132,75.3,4.0,88.6,No,Fail
3133,85.1,2.1,90.2,Yes,Fail
3134,83.9,3.8,78.9,Yes,Pass
3135,69.7,2.9,65.8,Yes,Fail
3136,,2.0,75.0,Yes,Fail
3137,76.5,10.6,73.3,Yes,Pass
3138,98.2,4.5,86.9,Yes,Pass
3139,56.4,3.0,55.6,Yes,Fail
3140,53.0,1.0,68.7,Yes,Fail
3141,77.5,7.8,81.1,Yes,Pass
3142,75.8,5.3,88.8,Yes,Pass
3143,77.6,15.7,77.3,Yes,Pass
3144,78.7,2.5,76.0,Yes,Fail
3145,71.7,10.1,60.3,Yes,Pass
3146,97.3,4.0,99.7,Yes,Pass
3147,51.0,2.2,74.4,Yes,Pass
3148,62.6,3.3,71.6,Yes,Pass
3149,73.5,4.9,63.5,Yes,Fail
3150,50.4,3.0,53.1,Yes,Fail
3151,72.4,1.6,70.7,Yes,Pass
3152,99.9,2.1,99.6,Yes,Pass
3153,75.3,6.5,80.6,Yes,Pass
3154,78.5,1.9,64.3,Yes,Fail
3155,56.1,2.7,72.1,No,Fail
3156,65.8,1.9,64.5,Yes,Fail
3157,69.4,5.4,69.5,No,Fail
3158,70.2,20.0,84.8,Yes,Pass
3159,94.2,6.3,94.8,Yes,Pass
3160,83.4,2.4,92.6,Yes,Pass
3161,58.3,5.4,68.9,Yes,Fail
3162,78.7,2.6,88.2,Yes,Pass
3163,82.5,5.0,75.4,Yes,Fail
3164,92.1,11.5,83.5,Yes,Pass
3165,98.7,4.3,86.1,Yes,Pass
3166,59.8,5.7,70.1,Yes,Fail
3167,62.8,4.4,58.5,Yes,Fail
3168,56.1,8.3,65.8,Yes,Pass
3169,71.5,7.0,90.3,No,Pass
3170,,3.4,70.1,Yes,Pass
3171,89.8,7.0,71.6,No,Pass
3172,73.9,5.1,64.5,Yes,Fail
3173,70.2,3.2,100.0,Yes,Fail
3174,77.3,3.2,83.3,No,Pass
3175,62.5,5.0,68.5,Yes,Fail
3176,100.0,5.6,90.7,Yes,Pass
3177,50.9,3.9,67.7,Yes,Pass
3178,77.8,5.7,72.5,Yes,Pass
3179,100.0,2.4,84.8,Yes,Pass
3180,75.1,1.8,76.0,No,Fail
3181,72.1,1.2,68.8,Yes,Pass
3182,69.6,6.4,70.8,Yes,Pass
3183,72.3,1.1,79.7,Yes,Fail
3184,95.6,5.7,77.8,Yes,Pass
3185,41.8,3.0,87.0,Yes,Pass
3186,98.0,3.5,96.5,Yes,Pass
3187,53.6,3.5,54.1,Yes,Fail
3188,,18.4,50.7,Yes,Pass
3189,68.6,2.8,67.4,Yes,Fail
3190,83.8,2.1,88.7,No,Pass
3191,51.0,13.8,70.4,No,Pass
3192,,1.3,79.8,Yes,Pass
3193,100.0,1.6,84.0,Yes,Pass
3194,54.6,7.9,58.3,Yes,Pass
3195,77.8,5.8,74.9,No,Pass
3196,65.1,3.2,62.4,Yes,Fail
3197,81.4,1.9,76.7,No,Pass
3198,,0.6,91.0,Yes,Pass
3199,65.4,11.9,65.0,No,Pass
3200,82.3,7.0,87.3,Yes,Fail
3201,,11.0,97.6,Yes,Pass
3202,72.1,8.9,65.3,Yes,Pass
3203,,6.0,74.5,No,Pass
3204,55.6,2.7,78.5,Yes,Fail
3205,60.7,1.9,61.1,Yes,Pass
3206,82.1,9.5,80.5,No,Pass
3207,97.3,3.0,100.0,Yes,Pass
3208,80.3,2.0,89.9,Yes,Fail
3209,70.3,2.5,76.0,Yes,Fail
3210,75.0,9.9,85.9,Yes,Pass
3211,56.2,2.1,67.5,Yes,Fail
3212,84.1,3.2,92.2,No,Pass
3213,88.2,4.0,63.6,Yes,Pass
3214,68.2,5.2,72.7,Yes,Pass
3215,67.9,2.0,53.1,Yes,Fail
3216,79.0,3.9,81.1,Yes,Pass
3217,68.4,8.0,71.8,Yes,Pass
3218,74.0,15.7,90.6,Yes,Pass
3219,100.0,1.7,97.1,Yes,Pass
3220,71.3,1.9,70.4,Yes,Pass
3221,69.6,2.2,70.7,Yes,Fail
3222,,6.7,76.5,Yes,Fail
3223,86.2,1.8,77.4,Yes,Pass
3224,72.3,3.8,75.8,Yes,Pass
3225,65.3,3.5,85.8,No,Fail
3226,94.8,16.6,79.1,Yes,Pass
3227,96.3,2.7,83.7,Yes,Pass
3228,66.0,2.6,69.9,Yes,Pass
3229,47.0,6.7,95.1,Yes,Pass
3230,90.1,5.4,91.1,Yes,Pass
3231,64.7,2.5,83.7,Yes,Pass
3232,86.9,10.4,91.1,Yes,Pass
3233,45.4,1.3,71.1,Yes,Fail
3234,88.4,4.1,88.9,No,Pass
3235,56.8,3.4,72.1,No,Pass
3236,86.0,3.9,68.5,Yes,Fail
3237,75.2,2.5,81.2,Yes,Pass
3238,60.7,3.9,69.3,Yes,Fail
3239,68.9,5.0,79.9,Yes,Pass
3240,85.3,0.4,81.9,Yes,Pass
3241,76.6,2.9,85.9,Yes,Pass
3242,83.8,2.2,91.3,Yes,Fail
3243,100.0,13.2,60.9,Yes,Pass
3244,51.5,5.9,61.4,Yes,Pass
3245,99.3,2.1,71.1,Yes,Pass
3246,76.6,2.8,80.7,Yes,Pass
3247,61.5,3.5,67.7,Yes,Pass
3248,,2.8,81.1,Yes,Pass
3249,72.2,6.2,78.2,Yes,Pass
3250,88.8,11.8,79.5,Yes,Pass
3251,73.1,0.1,85.9,Yes,Fail
3252,97.7,3.3,85.7,Yes,Pass
3253,53.2,15.6,61.6,Yes,Pass
3254,74.8,3.4,81.3,No,Fail
3255,56.2,5.2,84.2,No,Fail
3256,80.5,0.5,88.8,Yes,Pass
3257,88.3,10.3,89.8,Yes,Pass
3258,68.7,1.7,100.0,Yes,Pass
3259,35.9,5.8,50.6,Yes,Pass
3260,78.0,2.0,71.5,Yes,Fail
3261,81.6,0.2,82.3,Yes,Pass
3262,81.1,5.4,95.7,Yes,Pass
3263,93.5,7.2,77.3,No,Pass
3264,58.9,4.0,87.0,Yes,Fail
3265,,1.5,68.2,Yes,Fail
3266,,17.6,85.2,Yes,Pass
3267,48.3,7.0,65.9,Yes,Fail
3268,79.8,4.8,71.1,Yes,Fail
3269,67.4,9.2,67.5,Yes,Pass
3270,73.8,2.8,84.9,Yes,Pass
3271,80.2,14.1,94.5,No,Pass
3272,67.7,7.1,52.7,Yes,Fail
3273,,8.6,74.3,Yes,Pass
3274,75.5,3.2,76.6,Yes,Pass
3275,58.7,1.6,70.4,Yes,Pass
3276,58.7,4.9,66.2,Yes,Pass
3277,85.2,2.9,69.7,Yes,Fail
3278,57.8,15.2,84.3,Yes,Pass
3279,85.0,1.2,94.1,Yes,Pass
3280,81.9,10.9,79.9,Yes,Pass
3281,49.1,0.9,59.7,Yes,Fail
3282,64.8,1.9,66.3,Yes,Pass
3283,92.9,0.8,60.6,Yes,Pass
3284,60.3,2.8,73.7,Yes,Fail
3285,68.0,3.6,81.8,No,Pass
3286,81.9,2.5,82.3,Yes,Pass
3287,86.8,5.8,82.5,Yes,Pass
3288,71.2,3.6,76.9,No,Fail
3289,66.0,0.5,64.5,No,Fail
3290,96.3,1.9,83.2,Yes,Pass
3291,100.0,3.2,88.3,Yes,Pass
3292,89.7,8.9,91.8,No,Pass
3293,76.3,4.6,91.9,Yes,Pass
3294,,2.9,69.2,Yes,Fail
3295,62.5,1.1,60.8,Yes,Fail
3296,82.8,4.8,81.8,Yes,Pass
3297,81.3,10.4,100.0,No,Pass
3298,96.0,3.3,78.4,Yes,Pass
3299,84.8,2.0,91.3,Yes,Pass
3300,52.5,6.4,79.6,Yes,Fail
3301,90.8,9.2,81.8,No,Pass
3302,60.0,3.7,63.0,Yes,Pass
3303,69.2,6.9,80.3,Yes,Pass
3304,78.8,3.0,82.9,Yes,Pass
3305,100.0,7.2,96.9,Yes,Pass
3306,100.0,10.7,100.0,Yes,Pass
3307,84.1,7.9,83.7,No,Pass
3308,,6.2,64.2,Yes,Fail
3309,83.0,13.1,82.2,No,Pass
3310,88.3,3.5,86.6,Yes,Pass
3311,70.2,6.2,87.8,Yes,Pass
3312,100.0,3.5,88.0,Yes,Pass
3313,78.5,6.2,75.2,No,Pass
3314,82.5,7.0,67.5,Yes,Pass
3315,85.0,8.3,88.0,Yes,Pass
3316,81.3,4.4,100.0,Yes,Pass
3317,87.6,0.7,81.6,Yes,Pass
3318,65.7,3.6,77.4,Yes,Pass
3319,66.6,6.8,67.8,Yes,Fail
3320,58.5,5.4,56.4,Yes,Fail
3321,81.6,5.9,85.1,Yes,Pass
3322,86.7,7.3,83.6,Yes,Pass
